Capabilities,SubCapability,TEBStatus,NameofTools,Version,ToolDescription,StandardsComments,EANotes,Manufacturer,StandardCategory,EAReferenceID,MetaTags,MetaTagsDescription,CapabilityManager
Security,Secrets Management,Conditional,Azure Key Vault,2026.3,Azure Key Vault is used for secrets management within the security domain.,Conditional for Secrets Management. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Azure,Allowed,EA-STD-0192,security;secrets-management;enterprise;standard,,
Security,Secrets Management,UnderReview,AWS Secrets Manager,2026.4,AWS Secrets Manager is used for secrets management within the security domain.,UnderReview for Secrets Management. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",AWS,Restricted,EA-STD-0193,security;secrets-management;enterprise;standard,,
Security,Secrets Management,Deprecated,AWS Secrets Manager,2026.5,AWS Secrets Manager is used for secrets management within the security domain.,Deprecated for Secrets Management. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",AWS,Sunset,EA-STD-0194,security;secrets-management;enterprise;standard,,
Security,Secrets Management,Exception,AWS Secrets Manager,2026.1,AWS Secrets Manager is used for secrets management within the security domain.,Exception for Secrets Management. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",AWS,Strategic,EA-STD-0195,security;secrets-management;enterprise;standard,,
Security,Secrets Management,Approved,HashiCorp Vault,2026.2,HashiCorp Vault is used for secrets management within the security domain.,Approved for Secrets Management. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",HashiCorp,Standard,EA-STD-0196,security;secrets-management;enterprise;standard,,
Security,Secrets Management,Approved,HashiCorp Vault,2026.3,HashiCorp Vault is used for secrets management within the security domain.,Approved for Secrets Management. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",HashiCorp,Allowed,EA-STD-0197,security;secrets-management;enterprise;standard,,
Security,Secrets Management,Approved,HashiCorp Vault,2026.4,HashiCorp Vault is used for secrets management within the security domain.,Approved for Secrets Management. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",HashiCorp,Restricted,EA-STD-0198,security;secrets-management;enterprise;standard,,
Security,SIEM,Conditional,Microsoft Sentinel,2026.5,Microsoft Sentinel is used for siem within the security domain.,Conditional for SIEM. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Microsoft,Sunset,EA-STD-0199,security;siem;enterprise;standard,,
Security,SIEM,UnderReview,Microsoft Sentinel,2026.1,Microsoft Sentinel is used for siem within the security domain.,UnderReview for SIEM. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Microsoft,Strategic,EA-STD-0200,security;siem;enterprise;standard,,
Security,SIEM,Deprecated,Microsoft Sentinel,2026.2,Microsoft Sentinel is used for siem within the security domain.,Deprecated for SIEM. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Microsoft,Standard,EA-STD-0201,security;siem;enterprise;standard,,
Security,SIEM,Exception,Splunk,2026.3,Splunk is used for siem within the security domain.,Exception for SIEM. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Splunk,Allowed,EA-STD-0202,security;siem;enterprise;standard,,
Security,SIEM,Approved,Splunk,2026.4,Splunk is used for siem within the security domain.,Approved for SIEM. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Splunk,Restricted,EA-STD-0203,security;siem;enterprise;standard,,
Security,SIEM,Approved,Splunk,2026.5,Splunk is used for siem within the security domain.,Approved for SIEM. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Splunk,Sunset,EA-STD-0204,security;siem;enterprise;standard,,
Security,SIEM,Approved,QRadar,2026.1,QRadar is used for siem within the security domain.,Approved for SIEM. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",QRadar,Strategic,EA-STD-0205,security;siem;enterprise;standard,,
Security,SIEM,Conditional,QRadar,2026.2,QRadar is used for siem within the security domain.,Conditional for SIEM. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",QRadar,Standard,EA-STD-0206,security;siem;enterprise;standard,,
Security,SIEM,UnderReview,QRadar,2026.3,QRadar is used for siem within the security domain.,UnderReview for SIEM. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",QRadar,Allowed,EA-STD-0207,security;siem;enterprise;standard,,
Security,Endpoint Protection,Deprecated,Defender for Endpoint,2026.4,Defender for Endpoint is used for endpoint protection within the security domain.,Deprecated for Endpoint Protection. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Defender,Restricted,EA-STD-0208,security;endpoint-protection;enterprise;standard,,
Security,Endpoint Protection,Exception,Defender for Endpoint,2026.5,Defender for Endpoint is used for endpoint protection within the security domain.,Exception for Endpoint Protection. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Defender,Sunset,EA-STD-0209,security;endpoint-protection;enterprise;standard,,
Security,Endpoint Protection,Approved,Defender for Endpoint,2026.1,Defender for Endpoint is used for endpoint protection within the security domain.,Approved for Endpoint Protection. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Defender,Strategic,EA-STD-0210,security;endpoint-protection;enterprise;standard,,
Security,Endpoint Protection,Approved,CrowdStrike,2026.2,CrowdStrike is used for endpoint protection within the security domain.,Approved for Endpoint Protection. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",CrowdStrike,Standard,EA-STD-0211,security;endpoint-protection;enterprise;standard,,
Security,Endpoint Protection,Approved,CrowdStrike,2026.3,CrowdStrike is used for endpoint protection within the security domain.,Approved for Endpoint Protection. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",CrowdStrike,Allowed,EA-STD-0212,security;endpoint-protection;enterprise;standard,,
Security,Endpoint Protection,Conditional,CrowdStrike,2026.4,CrowdStrike is used for endpoint protection within the security domain.,Conditional for Endpoint Protection. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",CrowdStrike,Restricted,EA-STD-0213,security;endpoint-protection;enterprise;standard,,
Security,Endpoint Protection,UnderReview,Carbon Black,2026.5,Carbon Black is used for endpoint protection within the security domain.,UnderReview for Endpoint Protection. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Carbon,Sunset,EA-STD-0214,security;endpoint-protection;enterprise;standard,,
Security,Endpoint Protection,Deprecated,Carbon Black,2026.1,Carbon Black is used for endpoint protection within the security domain.,Deprecated for Endpoint Protection. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Carbon,Strategic,EA-STD-0215,security;endpoint-protection;enterprise;standard,,
Security,Endpoint Protection,Exception,Carbon Black,2026.2,Carbon Black is used for endpoint protection within the security domain.,Exception for Endpoint Protection. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Carbon,Standard,EA-STD-0216,security;endpoint-protection;enterprise;standard,,
Security,WAF,Approved,Azure WAF,2026.3,Azure WAF is used for waf within the security domain.,Approved for WAF. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Azure,Allowed,EA-STD-0217,security;waf;enterprise;standard,,
Security,WAF,Approved,Azure WAF,2026.4,Azure WAF is used for waf within the security domain.,Approved for WAF. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Azure,Restricted,EA-STD-0218,security;waf;enterprise;standard,,
Security,WAF,Approved,Azure WAF,2026.5,Azure WAF is used for waf within the security domain.,Approved for WAF. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Azure,Sunset,EA-STD-0219,security;waf;enterprise;standard,,
Security,WAF,Conditional,AWS WAF,2026.1,AWS WAF is used for waf within the security domain.,Conditional for WAF. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",AWS,Strategic,EA-STD-0220,security;waf;enterprise;standard,,
Security,WAF,UnderReview,AWS WAF,2026.2,AWS WAF is used for waf within the security domain.,UnderReview for WAF. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",AWS,Standard,EA-STD-0221,security;waf;enterprise;standard,,
Security,WAF,Deprecated,AWS WAF,2026.3,AWS WAF is used for waf within the security domain.,Deprecated for WAF. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",AWS,Allowed,EA-STD-0222,security;waf;enterprise;standard,,
Security,WAF,Exception,Cloudflare WAF,2026.4,Cloudflare WAF is used for waf within the security domain.,Exception for WAF. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Cloudflare,Restricted,EA-STD-0223,security;waf;enterprise;standard,,
Security,WAF,Approved,Cloudflare WAF,2026.5,Cloudflare WAF is used for waf within the security domain.,Approved for WAF. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Cloudflare,Sunset,EA-STD-0224,security;waf;enterprise;standard,,
Security,WAF,Approved,Cloudflare WAF,2026.1,Cloudflare WAF is used for waf within the security domain.,Approved for WAF. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Cloudflare,Strategic,EA-STD-0225,security;waf;enterprise;standard,,
DevOps,CI/CD,Approved,GitHub Actions,2026.2,GitHub Actions is used for ci/cd within the devops domain.,Approved for CI/CD. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",GitHub,Standard,EA-STD-0226,devops;ci/cd;enterprise;standard,,
DevOps,CI/CD,Conditional,GitHub Actions,2026.3,GitHub Actions is used for ci/cd within the devops domain.,Conditional for CI/CD. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",GitHub,Allowed,EA-STD-0227,devops;ci/cd;enterprise;standard,,
DevOps,CI/CD,UnderReview,GitHub Actions,2026.4,GitHub Actions is used for ci/cd within the devops domain.,UnderReview for CI/CD. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",GitHub,Restricted,EA-STD-0228,devops;ci/cd;enterprise;standard,,
DevOps,CI/CD,Deprecated,Azure DevOps Pipelines,2026.5,Azure DevOps Pipelines is used for ci/cd within the devops domain.,Deprecated for CI/CD. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Azure,Sunset,EA-STD-0229,devops;ci/cd;enterprise;standard,,
DevOps,CI/CD,Exception,Azure DevOps Pipelines,2026.1,Azure DevOps Pipelines is used for ci/cd within the devops domain.,Exception for CI/CD. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Azure,Strategic,EA-STD-0230,devops;ci/cd;enterprise;standard,,
DevOps,CI/CD,Approved,Azure DevOps Pipelines,2026.2,Azure DevOps Pipelines is used for ci/cd within the devops domain.,Approved for CI/CD. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Azure,Standard,EA-STD-0231,devops;ci/cd;enterprise;standard,,
DevOps,CI/CD,Approved,Jenkins,2026.3,Jenkins is used for ci/cd within the devops domain.,Approved for CI/CD. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Jenkins,Allowed,EA-STD-0232,devops;ci/cd;enterprise;standard,,
DevOps,CI/CD,Approved,Jenkins,2026.4,Jenkins is used for ci/cd within the devops domain.,Approved for CI/CD. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Jenkins,Restricted,EA-STD-0233,devops;ci/cd;enterprise;standard,,
DevOps,CI/CD,Conditional,Jenkins,2026.5,Jenkins is used for ci/cd within the devops domain.,Conditional for CI/CD. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Jenkins,Sunset,EA-STD-0234,devops;ci/cd;enterprise;standard,,
DevOps,Source Control,UnderReview,GitHub Enterprise,2026.1,GitHub Enterprise is used for source control within the devops domain.,UnderReview for Source Control. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",GitHub,Strategic,EA-STD-0235,devops;source-control;enterprise;standard,,
DevOps,Source Control,Deprecated,GitHub Enterprise,2026.2,GitHub Enterprise is used for source control within the devops domain.,Deprecated for Source Control. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",GitHub,Standard,EA-STD-0236,devops;source-control;enterprise;standard,,
DevOps,Source Control,Exception,GitHub Enterprise,2026.3,GitHub Enterprise is used for source control within the devops domain.,Exception for Source Control. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",GitHub,Allowed,EA-STD-0237,devops;source-control;enterprise;standard,,
DevOps,Source Control,Approved,GitLab,2026.4,GitLab is used for source control within the devops domain.,Approved for Source Control. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",GitLab,Restricted,EA-STD-0238,devops;source-control;enterprise;standard,,
DevOps,Source Control,Approved,GitLab,2026.5,GitLab is used for source control within the devops domain.,Approved for Source Control. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",GitLab,Sunset,EA-STD-0239,devops;source-control;enterprise;standard,,
DevOps,Source Control,Approved,GitLab,2026.1,GitLab is used for source control within the devops domain.,Approved for Source Control. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",GitLab,Strategic,EA-STD-0240,devops;source-control;enterprise;standard,,
DevOps,Source Control,Conditional,Azure Repos,2026.2,Azure Repos is used for source control within the devops domain.,Conditional for Source Control. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Azure,Standard,EA-STD-0241,devops;source-control;enterprise;standard,,
DevOps,Source Control,UnderReview,Azure Repos,2026.3,Azure Repos is used for source control within the devops domain.,UnderReview for Source Control. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Azure,Allowed,EA-STD-0242,devops;source-control;enterprise;standard,,
DevOps,Source Control,Deprecated,Azure Repos,2026.4,Azure Repos is used for source control within the devops domain.,Deprecated for Source Control. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Azure,Restricted,EA-STD-0243,devops;source-control;enterprise;standard,,
DevOps,IaC,Exception,Terraform,2026.5,Terraform is used for iac within the devops domain.,Exception for IaC. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Terraform,Sunset,EA-STD-0244,devops;iac;enterprise;standard,,
DevOps,IaC,Approved,Terraform,2026.1,Terraform is used for iac within the devops domain.,Approved for IaC. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Terraform,Strategic,EA-STD-0245,devops;iac;enterprise;standard,,
DevOps,IaC,Approved,Terraform,2026.2,Terraform is used for iac within the devops domain.,Approved for IaC. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Terraform,Standard,EA-STD-0246,devops;iac;enterprise;standard,,
DevOps,IaC,Approved,Azure Bicep,2026.3,Azure Bicep is used for iac within the devops domain.,Approved for IaC. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Azure,Allowed,EA-STD-0247,devops;iac;enterprise;standard,,
DevOps,IaC,Conditional,Azure Bicep,2026.4,Azure Bicep is used for iac within the devops domain.,Conditional for IaC. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Azure,Restricted,EA-STD-0248,devops;iac;enterprise;standard,,
DevOps,IaC,UnderReview,Azure Bicep,2026.5,Azure Bicep is used for iac within the devops domain.,UnderReview for IaC. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Azure,Sunset,EA-STD-0249,devops;iac;enterprise;standard,,
DevOps,IaC,Deprecated,CloudFormation,2026.1,CloudFormation is used for iac within the devops domain.,Deprecated for IaC. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",CloudFormation,Strategic,EA-STD-0250,devops;iac;enterprise;standard,,
DevOps,IaC,Exception,CloudFormation,2026.2,CloudFormation is used for iac within the devops domain.,Exception for IaC. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",CloudFormation,Standard,EA-STD-0251,devops;iac;enterprise;standard,,
DevOps,IaC,Approved,CloudFormation,2026.3,CloudFormation is used for iac within the devops domain.,Approved for IaC. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",CloudFormation,Allowed,EA-STD-0252,devops;iac;enterprise;standard,,
DevOps,Artifact Repository,Approved,JFrog Artifactory,2026.4,JFrog Artifactory is used for artifact repository within the devops domain.,Approved for Artifact Repository. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",JFrog,Restricted,EA-STD-0253,devops;artifact-repository;enterprise;standard,,
DevOps,Artifact Repository,Approved,JFrog Artifactory,2026.5,JFrog Artifactory is used for artifact repository within the devops domain.,Approved for Artifact Repository. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",JFrog,Sunset,EA-STD-0254,devops;artifact-repository;enterprise;standard,,
DevOps,Artifact Repository,Conditional,JFrog Artifactory,2026.1,JFrog Artifactory is used for artifact repository within the devops domain.,Conditional for Artifact Repository. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",JFrog,Strategic,EA-STD-0255,devops;artifact-repository;enterprise;standard,,
DevOps,Artifact Repository,UnderReview,Nexus,2026.2,Nexus is used for artifact repository within the devops domain.,UnderReview for Artifact Repository. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Nexus,Standard,EA-STD-0256,devops;artifact-repository;enterprise;standard,,
DevOps,Artifact Repository,Deprecated,Nexus,2026.3,Nexus is used for artifact repository within the devops domain.,Deprecated for Artifact Repository. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Nexus,Allowed,EA-STD-0257,devops;artifact-repository;enterprise;standard,,
DevOps,Artifact Repository,Exception,Nexus,2026.4,Nexus is used for artifact repository within the devops domain.,Exception for Artifact Repository. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Nexus,Restricted,EA-STD-0258,devops;artifact-repository;enterprise;standard,,
DevOps,Artifact Repository,Approved,GitHub Packages,2026.5,GitHub Packages is used for artifact repository within the devops domain.,Approved for Artifact Repository. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",GitHub,Sunset,EA-STD-0259,devops;artifact-repository;enterprise;standard,,
DevOps,Artifact Repository,Approved,GitHub Packages,2026.1,GitHub Packages is used for artifact repository within the devops domain.,Approved for Artifact Repository. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",GitHub,Strategic,EA-STD-0260,devops;artifact-repository;enterprise;standard,,
DevOps,Artifact Repository,Approved,GitHub Packages,2026.2,GitHub Packages is used for artifact repository within the devops domain.,Approved for Artifact Repository. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",GitHub,Standard,EA-STD-0261,devops;artifact-repository;enterprise;standard,,
DevOps,Release Orchestration,Conditional,Argo CD,2026.3,Argo CD is used for release orchestration within the devops domain.,Conditional for Release Orchestration. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Argo,Allowed,EA-STD-0262,devops;release-orchestration;enterprise;standard,,
DevOps,Release Orchestration,UnderReview,Argo CD,2026.4,Argo CD is used for release orchestration within the devops domain.,UnderReview for Release Orchestration. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Argo,Restricted,EA-STD-0263,devops;release-orchestration;enterprise;standard,,
DevOps,Release Orchestration,Deprecated,Argo CD,2026.5,Argo CD is used for release orchestration within the devops domain.,Deprecated for Release Orchestration. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Argo,Sunset,EA-STD-0264,devops;release-orchestration;enterprise;standard,,
DevOps,Release Orchestration,Exception,Spinnaker,2026.1,Spinnaker is used for release orchestration within the devops domain.,Exception for Release Orchestration. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Spinnaker,Strategic,EA-STD-0265,devops;release-orchestration;enterprise;standard,,
DevOps,Release Orchestration,Approved,Spinnaker,2026.2,Spinnaker is used for release orchestration within the devops domain.,Approved for Release Orchestration. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Spinnaker,Standard,EA-STD-0266,devops;release-orchestration;enterprise;standard,,
DevOps,Release Orchestration,Approved,Spinnaker,2026.3,Spinnaker is used for release orchestration within the devops domain.,Approved for Release Orchestration. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Spinnaker,Allowed,EA-STD-0267,devops;release-orchestration;enterprise;standard,,
DevOps,Release Orchestration,Approved,Flux,2026.4,Flux is used for release orchestration within the devops domain.,Approved for Release Orchestration. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Flux,Restricted,EA-STD-0268,devops;release-orchestration;enterprise;standard,,
DevOps,Release Orchestration,Conditional,Flux,2026.5,Flux is used for release orchestration within the devops domain.,Conditional for Release Orchestration. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Flux,Sunset,EA-STD-0269,devops;release-orchestration;enterprise;standard,,
DevOps,Release Orchestration,UnderReview,Flux,2026.1,Flux is used for release orchestration within the devops domain.,UnderReview for Release Orchestration. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Flux,Strategic,EA-STD-0270,devops;release-orchestration;enterprise;standard,,
Observability,Metrics,Deprecated,Prometheus,2026.2,Prometheus is used for metrics within the observability domain.,Deprecated for Metrics. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Prometheus,Standard,EA-STD-0271,observability;metrics;enterprise;standard,,
Observability,Metrics,Exception,Prometheus,2026.3,Prometheus is used for metrics within the observability domain.,Exception for Metrics. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Prometheus,Allowed,EA-STD-0272,observability;metrics;enterprise;standard,,
Observability,Metrics,Approved,Prometheus,2026.4,Prometheus is used for metrics within the observability domain.,Approved for Metrics. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Prometheus,Restricted,EA-STD-0273,observability;metrics;enterprise;standard,,
Observability,Metrics,Approved,Azure Monitor,2026.5,Azure Monitor is used for metrics within the observability domain.,Approved for Metrics. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Azure,Sunset,EA-STD-0274,observability;metrics;enterprise;standard,,
Observability,Metrics,Approved,Azure Monitor,2026.1,Azure Monitor is used for metrics within the observability domain.,Approved for Metrics. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Azure,Strategic,EA-STD-0275,observability;metrics;enterprise;standard,,
Observability,Metrics,Conditional,Azure Monitor,2026.2,Azure Monitor is used for metrics within the observability domain.,Conditional for Metrics. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Azure,Standard,EA-STD-0276,observability;metrics;enterprise;standard,,
Observability,Metrics,UnderReview,CloudWatch,2026.3,CloudWatch is used for metrics within the observability domain.,UnderReview for Metrics. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",CloudWatch,Allowed,EA-STD-0277,observability;metrics;enterprise;standard,,
Observability,Metrics,Deprecated,CloudWatch,2026.4,CloudWatch is used for metrics within the observability domain.,Deprecated for Metrics. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",CloudWatch,Restricted,EA-STD-0278,observability;metrics;enterprise;standard,,
Observability,Metrics,Exception,CloudWatch,2026.5,CloudWatch is used for metrics within the observability domain.,Exception for Metrics. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",CloudWatch,Sunset,EA-STD-0279,observability;metrics;enterprise;standard,,
Observability,Logs,Approved,Elastic,2026.1,Elastic is used for logs within the observability domain.,Approved for Logs. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Elastic,Strategic,EA-STD-0280,observability;logs;enterprise;standard,,
Observability,Logs,Approved,Elastic,2026.2,Elastic is used for logs within the observability domain.,Approved for Logs. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Elastic,Standard,EA-STD-0281,observability;logs;enterprise;standard,,
Observability,Logs,Approved,Elastic,2026.3,Elastic is used for logs within the observability domain.,Approved for Logs. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Elastic,Allowed,EA-STD-0282,observability;logs;enterprise;standard,,
Observability,Logs,Conditional,Splunk Observability,2026.4,Splunk Observability is used for logs within the observability domain.,Conditional for Logs. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Splunk,Restricted,EA-STD-0283,observability;logs;enterprise;standard,,
Observability,Logs,UnderReview,Splunk Observability,2026.5,Splunk Observability is used for logs within the observability domain.,UnderReview for Logs. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Splunk,Sunset,EA-STD-0284,observability;logs;enterprise;standard,,
Observability,Logs,Deprecated,Splunk Observability,2026.1,Splunk Observability is used for logs within the observability domain.,Deprecated for Logs. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Splunk,Strategic,EA-STD-0285,observability;logs;enterprise;standard,,
Observability,Logs,Exception,Log Analytics,2026.2,Log Analytics is used for logs within the observability domain.,Exception for Logs. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Log,Standard,EA-STD-0286,observability;logs;enterprise;standard,,
Observability,Logs,Approved,Log Analytics,2026.3,Log Analytics is used for logs within the observability domain.,Approved for Logs. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Log,Allowed,EA-STD-0287,observability;logs;enterprise;standard,,
Observability,Logs,Approved,Log Analytics,2026.4,Log Analytics is used for logs within the observability domain.,Approved for Logs. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Log,Restricted,EA-STD-0288,observability;logs;enterprise;standard,,
Observability,APM,Approved,Datadog APM,2026.5,Datadog APM is used for apm within the observability domain.,Approved for APM. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Datadog,Sunset,EA-STD-0289,observability;apm;enterprise;standard,,
Observability,APM,Conditional,Datadog APM,2026.1,Datadog APM is used for apm within the observability domain.,Conditional for APM. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Datadog,Strategic,EA-STD-0290,observability;apm;enterprise;standard,,
Observability,APM,UnderReview,Datadog APM,2026.2,Datadog APM is used for apm within the observability domain.,UnderReview for APM. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",Datadog,Standard,EA-STD-0291,observability;apm;enterprise;standard,,
Observability,APM,Deprecated,New Relic,2026.3,New Relic is used for apm within the observability domain.,Deprecated for APM. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",New,Allowed,EA-STD-0292,observability;apm;enterprise;standard,,
Observability,APM,Exception,New Relic,2026.4,New Relic is used for apm within the observability domain.,Exception for APM. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",New,Restricted,EA-STD-0293,observability;apm;enterprise;standard,,
Observability,APM,Approved,New Relic,2026.5,New Relic is used for apm within the observability domain.,Approved for APM. Follow enterprise reference architecture and security controls.,"ARB: Validate scope, integration, and operational readiness.",New,Sunset,EA-STD-0294,observability;apm;enterprise;standard,,
